year,iso3,port_name,label,vessel_class,type,flag,is_pacific_rim,is_psma_port,is_psma_state,n_visits,n_visits_fishing_vessel,n_visits_fishing_vessel_hs,n_visits_support_vessel,n_visits_support_vessel_hs
2024,BHR,,DIYAR AL MUHARRAQ,fishing,domestic,BHR,0,0,0,795,795,0,0,0
2024,BHR,,SITRAH,fishing,domestic,BHR,0,0,0,1662,1662,0,0,0
2024,SGP,,SINGAPORE,bunker,foreign,MYS,1,0,0,223,0,0,223,0
2024,IRN,,ASALUYEH,bunker,domestic,IRN,0,0,0,107,0,0,107,0
2024,LVA,,LVA-11,fishing,domestic,EST,0,0,1,34,34,0,0,0
2024,ZAF,,HOUT BAY,fishing,domestic,ZAF,0,0,1,662,662,1,0,0
2024,SRB,,SRB-28,bunker,foreign,ROU,0,0,0,8,0,0,8,0
2024,SOM,,BOOSAASO,bunker,foreign,IND,0,0,1,12,0,0,12,0
2024,ESH,,DAKHLA,fishing,foreign,MAR,0,0,0,1760,1760,0,0,0
2024,IRN,,KHARK,bunker,domestic,IRN,0,0,0,272,0,0,272,0
2024,ISR,,ASHDOD,fishing,domestic,ISR,0,0,0,265,265,0,0,0
2024,GRL,,ILULISSAT,fishing,domestic,GRL,0,0,1,585,585,0,0,0
2024,ZAF,Port Of Cape Town,CAPE TOWN,bunker,foreign,BMU,0,1,1,2,0,0,2,0
2024,SVN,,KOPER,fishing,domestic,SVN,0,0,1,232,232,0,0,0
2024,POL,,HEL,fishing,domestic,POL,0,0,1,1248,1248,0,0,0
2024,IRQ,,UMM QASR,bunker,domestic,IRQ,0,0,0,497,0,0,497,0
2024,KNA,Deepwater Cargo Port,ST KITTS,bunker,foreign,IMN,0,1,1,16,0,0,16,0
2024,FRO,,FUGLAFJORDUR,fishing,domestic,FRO,0,0,1,169,169,14,0,0
2024,IRL,,DUN LAOGHAIRE,fishing,domestic,IRL,0,0,1,44,44,0,0,0
2024,FRO,,TOFTIR,fishing,domestic,FRO,0,0,1,603,603,6,0,0
2024,BEL,,ANTWERP,bunker,domestic,CYP,0,0,1,539,0,0,539,0
2024,AUT,,WOLFSTHAL,bunker,domestic,HRV,0,0,1,4,0,0,4,0
2024,QAT,,AL RUWAIS,bunker,foreign,IND,0,0,0,18,0,0,18,0
2024,MRT,,CANSADO,fishing,domestic,MRT,0,0,1,194,194,0,0,0
2024,QAT,,DOHA,bunker,foreign,IND,0,0,0,1,0,0,1,0
2024,LVA,,LIEPAJA,fishing,domestic,LTU,0,0,1,103,103,0,0,0
2024,PNG,,RABAUL,carrier,foreign,PHL,1,0,1,14,0,0,14,0
2024,LKA,,MARISSA,fishing,domestic,LKA,0,0,1,354,354,0,0,0
2024,CMR,,DOUALA,bunker,foreign,GIB,0,0,0,59,0,0,59,0
2024,IRL,,IRL-20,fishing,domestic,IRL,0,0,1,36,36,0,0,0
2024,AIA,,WEST END VILLAGE,fishing,domestic,AIA,0,0,0,80,80,0,0,0
2024,TTO,,POINT FORTIN,bunker,foreign,BMU,0,0,1,20,0,0,20,0
2024,QAT,,AL WAKRAH,fishing,domestic,QAT,0,0,0,420,420,0,0,0
2024,LKA,Galle Commercial Port,GALLE,fishing,domestic,LKA,0,1,1,1803,1803,0,0,0
2024,LVA,,LVA-11,fishing,domestic,LVA,0,0,1,481,481,0,0,0
2024,BHR,,HIDD,fishing,domestic,BHR,0,0,0,37,37,0,0,0
2024,MAR,,TANGER MED,bunker,foreign,GIB,0,0,1,272,0,0,272,0
2024,SUR,,PARAMARIBO,fishing,foreign,VEN,0,0,0,7,7,0,0,0
2024,BRN,,MUARA,bunker,foreign,MYS,1,0,0,77,0,0,77,0
2024,POL,,WLADYSLAWOWO,fishing,domestic,POL,0,0,1,1043,1043,0,0,0
2024,IRL,,BALTIMORE,fishing,domestic,IRL,0,0,1,76,76,0,0,0
2024,BHR,,KHALIFA BIN SALMAN,fishing,domestic,BHR,0,0,0,1805,1805,0,0,0
2024,ALB,,DURRES,fishing,domestic,ALB,0,0,1,341,341,0,0,0
2024,ZAF,,SALDANHA BAY,fishing,domestic,ZAF,0,0,1,426,426,0,0,0
2024,IRQ,,UMM QASR,bunker,foreign,COM,0,0,0,294,0,0,294,0
2024,FSM,,POHNPEI,fishing,domestic,FSM,1,0,0,70,70,0,0,0
2024,IRL,,CORK,fishing,domestic,IRL,0,0,1,117,117,0,0,0
2024,PAK,,KARACHI,bunker,domestic,PAK,0,0,0,127,0,0,127,0
2024,TKM,,OKAREM,bunker,domestic,TKM,0,0,0,28,0,0,28,0
2024,FRO,,EIDI,fishing,domestic,FRO,0,0,1,221,221,0,0,0
2024,CYP,Limassol New Port Cylim 034°.39΄.00”Ν – 033°.01΄.00”Ε,LIMASSOL,bunker,domestic,CYP,0,1,1,78,0,0,78,0
2024,MAR,Tanger-Med,TANGIER,fishing,domestic,MAR,0,1,1,316,316,0,0,0
2024,IRL,,KILMORE QUAY,fishing,domestic,IRL,0,0,1,220,220,0,0,0
2024,NAM,Port Of Walvis Bay,WALVIS BAY,fishing,domestic,NAM,0,1,1,1148,1148,3,0,0
2024,QAT,,QAT-29,fishing,domestic,QAT,0,0,0,371,371,0,0,0
2024,GEO,,KULEVI,bunker,foreign,PHL,0,0,0,1,0,0,1,0
2024,GEO,,BATUMI,fishing,domestic,GEO,0,0,0,358,358,0,0,0
2024,LKA,Colombo Commercial Port,COLOMBO,fishing,domestic,LKA,0,1,1,587,587,24,0,0
2024,LKA,Dikovita Fishery Harbour,COLOMBO,fishing,domestic,LKA,0,1,1,587,587,24,0,0
2024,BGR,,NESEBAR,fishing,domestic,BGR,0,0,1,380,380,0,0,0
2024,IRN,,IRN-114,fishing,domestic,IRN,0,0,0,85,85,0,0,0
2024,BHR,,MUHARRAQ,fishing,domestic,BHR,0,0,0,74,74,0,0,0
2024,BHR,,ASKAR,fishing,domestic,BHR,0,0,0,158,158,0,0,0
2024,AUT,,LOBAU,bunker,domestic,CZE,0,0,1,1,0,0,1,0
2024,FJI,Suva Port,SUVA,fishing,domestic,FJI,1,1,1,148,148,1,0,0
2024,IRL,Killybegs,KILLYBEGS,fishing,domestic,IRL,0,1,1,400,400,0,0,0
2024,YEM,,SALEEF,bunker,foreign,PHL,0,0,0,1,0,0,1,0
2024,ZAF,,ZAF-24,fishing,domestic,ZAF,0,0,1,330,330,0,0,0
2024,NCL,,NCL-36,fishing,domestic,NCL,1,0,1,23,23,0,0,0
2024,VEN,,BAJO GRANDE,bunker,foreign,COM,0,0,0,7,0,0,7,0
2024,FRO,,TORSHAVN,fishing,domestic,FRO,0,0,1,528,528,3,0,0
2024,IRL,,BALLYCOTTON,fishing,domestic,IRL,0,0,1,108,108,0,0,0
2024,FRO,,KLAKSVIK,fishing,domestic,FRO,0,0,1,672,672,7,0,0
2024,SLE,,FREETOWN,bunker,foreign,PLW,0,0,1,360,0,0,360,0
2024,BEL,,ANTWERP,bunker,foreign,CHE,0,0,1,547,0,0,547,0
2024,TUN,,BIZERTE,fishing,domestic,TUN,0,0,0,250,250,0,0,0
2024,KIR,,TARAWA,bunker,foreign,VUT,1,0,0,10,0,0,10,6
2024,MNE,,BUDVA,fishing,domestic,MNE,0,0,1,94,94,0,0,0
2024,GEO,,POTI,fishing,domestic,GEO,0,0,0,510,510,0,0,0
2024,BGR,,SOZOPOL,fishing,domestic,BGR,0,0,1,975,975,0,0,0
2024,AUT,,HOFAMT PRIEL,bunker,foreign,CHE,0,0,1,30,0,0,30,0
2024,LCA,,CUL DE SAC,bunker,foreign,BMU,0,0,0,1,0,0,1,0
2024,FRO,,OYRI,fishing,domestic,FRO,0,0,1,138,138,0,0,0
2024,TTO,,TTO-11,fishing,foreign,VEN,0,0,1,17,17,0,0,0
2024,AZE,,QOBUSTAN,bunker,foreign,TKM,0,0,0,170,0,0,170,0
2024,LVA,,MERSRAGS,fishing,domestic,LVA,0,0,1,136,136,0,0,0
2024,ZAF,,ZAF-16,fishing,domestic,ZAF,0,0,1,260,260,0,0,0
2024,ZAF,Port Of Cape Town,CAPE TOWN,fishing,domestic,ZAF,0,1,1,1095,1095,0,0,0
2024,GIB,,GIBRALTAR,bunker,domestic,GIB,0,0,0,152,0,0,152,0
2024,EST,,MIIDURANNA,fishing,domestic,EST,0,0,1,205,205,0,0,0
2024,DJI,,DJIBOUTI,bunker,foreign,KNA,0,0,1,66,0,0,66,0
2024,AGO,,PORTO AMBOIM,fishing,domestic,AGO,0,0,1,184,184,0,0,0
2024,KHM,,SIHANOUKVILLE,bunker,foreign,HRV,1,0,1,11,0,0,11,0
2024,ZAF,Port Of Port Elizabeth,PORT ELIZABETH,fishing,domestic,ZAF,0,1,1,470,470,0,0,0
2024,LTU,Klaipėda,KLAIPEDA,fishing,domestic,LTU,0,1,1,33,33,0,0,0
2024,LKA,,HAMBANTOTA,fishing,domestic,LKA,0,0,1,24,24,0,0,0
2024,BEL,,ANTWERP,bunker,foreign,IMN,0,0,1,249,0,0,249,0
2024,PYF,,PYF-20,fishing,domestic,PYF,1,0,1,64,64,1,0,0
2024,BEL,,ANTWERP,bunker,domestic,IRL,0,0,1,7,0,0,7,0
2024,VEN,,CARENERO,bunker,foreign,COM,0,0,0,30,0,0,30,0
2024,IRL,,DUBLIN,bunker,foreign,IMN,0,0,1,4,0,0,4,0
2024,GRL,,UPERNAVIK,fishing,domestic,GRL,0,0,1,139,139,0,0,0
2024,BEL,,ANTWERP,bunker,domestic,SWE,0,0,1,225,0,0,225,0
2024,PYF,,MAHINA,fishing,domestic,PYF,1,0,1,88,88,0,0,0
2024,IRL,Castletownbere,CASTLETOWN BEARHAVEN,fishing,domestic,IRL,0,1,1,306,306,0,0,0
2024,LKA,Colombo Commercial Port,COLOMBO,bunker,domestic,LKA,0,1,1,264,0,0,264,0
2024,LKA,Dikovita Fishery Harbour,COLOMBO,bunker,domestic,LKA,0,1,1,264,0,0,264,0
2024,IRL,,KINSALE,fishing,domestic,IRL,0,0,1,215,215,0,0,0
2024,AUT,,LINZ,bunker,domestic,SVK,0,0,1,19,0,0,19,0
2024,POL,,USTKA,fishing,domestic,POL,0,0,1,90,90,0,0,0
2024,JAM,,PORTLAND BIGHT,bunker,domestic,JAM,0,0,0,25,0,0,25,0
2024,CUB,La Habana,HAVANA,bunker,domestic,CUB,0,1,1,39,0,0,39,0
2024,LKA,,NEGOMBO,fishing,domestic,LKA,0,0,1,664,664,16,0,0
2024,BHR,,KHALIFA BIN SALMAN,bunker,foreign,IND,0,0,0,22,0,0,22,0
2024,FRO,,KOLLAFJORD,fishing,domestic,FRO,0,0,1,168,168,0,0,0
2024,CUB,Cienfuegos,CIENFUEGOS,bunker,foreign,TZA,0,1,1,7,0,0,7,0
2024,IRN,,LENGEH,bunker,foreign,CMR,0,0,0,109,0,0,109,0
2024,SYC,Mahe Quay,PORT VICTORIA,fishing,domestic,SYC,0,1,1,135,135,8,0,0
2024,CIV,Port Autonome D'Abidjan,ABIDJAN,fishing,foreign,BLZ,0,1,1,23,23,10,0,0
2024,OMN,Port Of Duqm,DUQM,fishing,domestic,OMN,0,1,1,31,31,0,0,0
2024,GRL,,PAAMUIT,fishing,domestic,GRL,0,0,1,166,166,0,0,0
2024,NCL,,NCL-18,fishing,domestic,NCL,1,0,1,39,39,0,0,0
2024,LKA,,TRINCOMALEE,bunker,domestic,LKA,0,0,1,95,0,0,95,0
2024,IRN,,BANDAR ABBAS,bunker,domestic,IRN,0,0,0,401,0,0,401,0
2024,EST,,EST-46,fishing,domestic,EST,0,0,1,81,81,0,0,0
2024,CYP,,LARNACA,bunker,domestic,CYP,0,0,1,19,0,0,19,0
2024,URY,Montevideo,MONTEVIDEO,bunker,foreign,ARG,0,1,1,48,0,0,48,0
2024,VIR,,ST THOMAS,carrier,foreign,VCT,0,1,1,39,0,0,39,0
2024,DZA,,BEJAIA,bunker,domestic,DZA,0,0,0,39,0,0,39,0
2024,CYP,,VASILIKOS,bunker,foreign,LBY,0,0,1,8,0,0,8,0
2024,BGR,,KAVARNA ANCHORAGE,fishing,domestic,BGR,0,0,1,55,55,0,0,0
2024,CPV,,TARRAFAL,bunker,domestic,CPV,0,0,1,23,0,0,23,0
2024,MUS,Port Louis  - Mauritius,PORT LOUIS,fishing,foreign,OMN,0,1,1,2,2,1,0,0
2024,MHL,Majuro,MAJURO,fishing,foreign,FSM,1,1,1,43,43,0,0,0
2024,URY,Montevideo,MONTEVIDEO,fishing,domestic,URY,0,1,1,292,292,0,0,0
2024,EST,,TALLINN,bunker,domestic,EST,0,0,1,365,0,0,365,0
2024,SVK,,GABCIKOVO,bunker,domestic,HUN,0,0,1,6,0,0,6,0
2024,BGD,Chittagong Port,CHITTAGONG,bunker,domestic,BGD,0,1,1,269,0,0,269,0
2024,AGO,Porto De Luanda,LUANDA,fishing,foreign,NAM,0,1,1,1,1,0,0,0
2024,CYP,,LATSI,fishing,domestic,CYP,0,0,1,91,91,0,0,0
2024,FRO,,TVOROYRI,fishing,domestic,FRO,0,0,1,124,124,6,0,0
2024,ZAF,Port Of Durban,DURBAN,fishing,domestic,ZAF,0,1,1,216,216,0,0,0
2024,BEL,,ANTWERP,bunker,domestic,LUX,0,0,1,521,0,0,521,0
2024,LVA,Freeport Of Ventspils,VENTSPILS,fishing,domestic,LVA,0,1,1,873,873,0,0,0
2024,POL,,KOLOBRZEG,fishing,domestic,POL,0,0,1,289,289,0,0,0
2024,MAR,Agadir,AGADIR,fishing,domestic,MAR,0,1,1,156,156,0,0,0
2024,ALB,,SARANDE,fishing,domestic,ALB,0,0,1,190,190,0,0,0
2024,EST,,ABRUKA ROOMASSAARE,fishing,domestic,EST,0,0,1,67,67,0,0,0
2024,VGB,,ANEGADA,bunker,domestic,VGB,0,0,0,7,0,0,7,0
2024,BEL,,GENK,bunker,foreign,CHE,0,0,1,48,0,0,48,0
2024,CUB,,MATANZAS,bunker,foreign,TZA,0,0,1,6,0,0,6,0
2024,ZAF,,ZAF-16,fishing,foreign,MNG,0,0,1,30,30,0,0,0
2024,EST,,DIRHAMI,fishing,domestic,LTU,0,0,1,57,57,0,0,0
2024,AZE,,QOBUSTAN,bunker,domestic,AZE,0,0,0,219,0,0,219,0
2024,SRB,,VELIKO GRADISTE,bunker,foreign,ROU,0,0,0,35,0,0,35,0
2024,IRQ,,UMM QASR,bunker,foreign,COK,0,0,0,137,0,0,137,0
2024,SDN,,SDN-10,bunker,foreign,KNA,0,0,1,1,0,0,1,0
2024,SYC,Mahe Quay,PORT VICTORIA,fishing,foreign,CUW,0,1,1,6,6,0,0,0
2024,POL,Gdansk,GDANSK,bunker,domestic,SWE,0,1,1,15,0,0,15,0
2024,POL,,POL-29,bunker,foreign,NIS,0,0,1,2,0,0,2,0
2024,DZA,,ARZEW,bunker,domestic,DZA,0,0,0,280,0,0,280,0
2024,GIN,Port Autonome De Conakry Pac,CONAKRY,fishing,foreign,BLZ,0,1,1,90,90,0,0,0
2024,MHL,Majuro,MAJURO,fishing,foreign,FSM,1,0,1,74,74,0,0,0
2024,CPV,Porto Grande,MINDELO,bunker,domestic,CPV,0,1,1,140,0,0,140,0
2024,GNQ,,ASENG FPSO,bunker,foreign,IMN,0,0,0,1,0,0,1,0
2024,FRO,,LEIRVIK,fishing,domestic,FRO,0,0,1,314,314,16,0,0
2024,IRL,,IRL-81,fishing,domestic,IRL,0,0,1,137,137,0,0,0
2024,BEL,,ANTWERP,bunker,foreign,FRO,0,0,1,39,0,0,39,0
2024,LKA,,HAMBANTOTA,bunker,domestic,LKA,0,0,1,175,0,0,175,0
2024,MAR,Casablanca,CASABLANCA,bunker,foreign,KNA,0,1,1,8,0,0,8,0
2024,ZAF,,MOSSEL BAY,fishing,domestic,ZAF,0,0,1,556,556,0,0,0
2024,ZAF,Port Of Port Elizabeth,PORT ELIZABETH,fishing,foreign,IRL,0,1,1,46,46,0,0,0
2024,TGO,Port Autonome De Lomé (Pal),LOME,fishing,domestic,TGO,0,1,1,114,114,0,0,0
2024,VEN,,CIUDAD OJEDA,bunker,domestic,VEN,0,0,0,40,0,0,40,0
2024,COL,,BUENAVENTURA,fishing,domestic,COL,1,0,0,209,209,0,0,0
2024,AUT,,STEYREGG,bunker,domestic,HRV,0,0,1,4,0,0,4,0
2024,KAZ,,AKTAU,bunker,foreign,AZE,0,0,0,69,0,0,69,0
2024,ALB,,SHENGJIN,fishing,domestic,ALB,0,0,1,70,70,0,0,0
2024,IRN,,CHABAHAR,bunker,domestic,IRN,0,0,0,35,0,0,35,0
2024,BEL,,ANTWERP,bunker,foreign,GIB,0,0,1,199,0,0,199,0
2024,AGO,,TOMBUA,fishing,foreign,PLW,0,0,1,76,76,0,0,0
2024,EST,,MONTU,fishing,domestic,EST,0,0,1,32,32,0,0,0
2024,IRQ,,AL-BASRAH OIL TERMINAL,bunker,foreign,GAB,0,0,0,32,0,0,32,0
2024,KWT,,MINA AL AHMADI,bunker,domestic,KWT,0,0,0,160,0,0,160,0
2024,IRL,,DINGLE,fishing,domestic,IRL,0,0,1,153,153,0,0,0
2024,OMN,Port Of Salalah,SALALAH,bunker,foreign,IND,0,1,1,41,0,0,41,0
2024,POL,,POL-29,bunker,domestic,CYP,0,0,1,3,0,0,3,0
2024,CPV,Porto Da Palmeira,PALMEIRA,bunker,domestic,CPV,0,1,1,92,0,0,92,0
2024,KEN,Mombasa,MOMBASA,fishing,domestic,KEN,0,1,1,17,17,3,0,0
2024,IRL,,DUBLIN,fishing,domestic,IRL,0,0,1,99,99,0,0,0
2024,POL,,PORT MORSKI POLICE,bunker,domestic,POL,0,0,1,100,0,0,100,0
2024,AUT,,FREUDENAU,bunker,domestic,SVK,0,0,1,2,0,0,2,0
2024,FRO,,NORDSKALA,fishing,domestic,FRO,0,0,1,18,18,0,0,0
2024,KHM,,SIHANOUKVILLE,fishing,domestic,KHM,1,0,1,438,438,0,0,0
2024,CMR,,DOUALA,bunker,foreign,NGA,0,0,0,22,0,0,22,0
2024,IRN,,IRN-94,fishing,domestic,IRN,0,0,0,60,60,0,0,0
2024,IRQ,,UMM QASR,bunker,foreign,PLW,0,0,0,179,0,0,179,0
2024,BEL,,ANTWERP,bunker,foreign,ATG,0,0,1,68,0,0,68,0
2024,REU,Le Port,REUNION,fishing,domestic,REU,0,1,1,75,75,0,0,0
2024,GEO,,SUPSA,fishing,domestic,GEO,0,0,0,66,66,0,0,0
2024,BGR,,BALCHIK,fishing,domestic,BGR,0,0,1,140,140,0,0,0
2024,POL,,DARLOWO,fishing,domestic,POL,0,0,1,89,89,0,0,0
2024,AZE,,QOBUSTAN,bunker,foreign,KAZ,0,0,0,68,0,0,68,0
2024,BEL,,ANTWERP,bunker,foreign,CYM,0,0,1,64,0,0,64,0
2024,DZA,,ALGER,bunker,domestic,DZA,0,0,0,91,0,0,91,0
2024,ZAF,,DURBAN ANCHORAGE,fishing,domestic,ZAF,0,0,1,24,24,0,0,0
2024,AZE,,BAKU,bunker,domestic,AZE,0,0,0,159,0,0,159,0
2024,IRL,,IRL-78,fishing,domestic,IRL,0,0,1,49,49,0,0,0
2024,GRL,,AASIAAT,fishing,domestic,GRL,0,0,1,63,63,0,0,0
2024,TKM,,TURKMENBASHI,bunker,domestic,TKM,0,0,0,70,0,0,70,0
2024,MLT,Freeport,MARSAXLOKK,bunker,domestic,HRV,0,1,1,19,0,0,19,0
2024,MLT,Marsaxlokk Port,MARSAXLOKK,bunker,domestic,HRV,0,1,1,19,0,0,19,0
2024,SEN,"Port De Pêche, Mole 10",DAKAR,fishing,domestic,SEN,0,1,1,349,349,11,0,0
2024,MLT,Grand Harbour,VALLETTA,bunker,domestic,CYP,0,1,1,31,0,0,31,0
2024,IRQ,,KHAWR AL ZUBAIR LNG TERMINAL,bunker,domestic,IRQ,0,0,0,64,0,0,64,0
2024,HND,,SAN LORENZO,bunker,foreign,LBY,1,0,0,2,0,0,2,0
2024,EST,,MIIDURANNA,bunker,domestic,EST,0,0,1,108,0,0,108,0
2024,IRQ,,KHAWR AL ZUBAIR LNG TERMINAL,bunker,foreign,COM,0,0,0,69,0,0,69,0
2024,KAZ,,AKTAU,bunker,domestic,KAZ,0,0,0,226,0,0,226,0
2024,QAT,,RAS LAFFAN,bunker,foreign,IND,0,0,0,102,0,0,102,0
2024,TON,,NUKU ALOFA,bunker,foreign,LUX,1,0,1,13,0,0,13,0
2024,COG,,POINTE NOIRE,carrier,foreign,VCT,0,0,0,35,0,0,35,0
2024,IRN,,IRN-71,fishing,domestic,IRN,0,0,0,9,9,0,0,0
2024,ALB,,PORTO ROMANO,bunker,domestic,ALB,0,0,1,337,0,0,337,0
2024,LVA,,LVA-19,fishing,domestic,LVA,0,0,1,210,210,0,0,0
2024,JAM,,PORT ROYAL,bunker,domestic,JAM,0,0,0,10,0,0,10,0
2024,AZE,,SANGACHAL,bunker,foreign,TKM,0,0,0,71,0,0,71,0
2024,HUN,,BOGYISZLO,bunker,domestic,ROU,0,0,1,11,0,0,11,0
2024,KWT,,MINA AL AHMADI,bunker,foreign,IND,0,0,0,52,0,0,52,0
2024,UKR,,MYKOLAYIV,bunker,foreign,VUT,0,0,0,2,0,0,2,0
2024,IRQ,,AL-BASRAH OIL TERMINAL,bunker,domestic,IRQ,0,0,0,20,0,0,20,0
2024,QAT,,AL RUWAIS,fishing,domestic,QAT,0,0,0,85,85,0,0,0
2024,ZAF,,ZAF-17,fishing,domestic,ZAF,0,0,1,138,138,0,0,0
2024,VEN,,EL GUAMACHE,bunker,domestic,VEN,0,0,0,7,0,0,7,0
2024,DZA,,ALGER,bunker,foreign,IMN,0,0,0,3,0,0,3,0
2024,LVA,,SKULTE,fishing,domestic,LVA,0,0,1,200,200,0,0,0
2024,CYP,,CYP-11,fishing,domestic,CYP,0,0,1,35,35,0,0,0
2024,NCL,,NCL-7,bunker,foreign,CYP,1,0,1,6,0,0,6,0
2024,SRB,,APATIN,bunker,foreign,ROU,0,0,0,10,0,0,10,0
2024,AGO,,TOMBUA,fishing,domestic,AGO,0,0,1,326,326,0,0,0
2024,NAM,Port Of Lüderitz,LUDERITZ,fishing,domestic,NAM,0,1,1,297,297,0,0,0
2024,POL,Swinoujscie,SWINOUJSCIE,bunker,foreign,CYM,0,1,1,1,0,0,1,0
2024,AGO,,SOYO,fishing,domestic,AGO,0,0,1,192,192,0,0,0
2024,GRL,,SISIMIUT,fishing,domestic,GRL,0,0,1,171,171,0,0,0
2024,PNG,,RABAUL,fishing,foreign,PHL,1,0,1,62,62,0,0,0
2024,ZAF,Port Of Cape Town,CAPE TOWN,bunker,foreign,DMA,0,1,1,5,0,0,5,0
2024,BGR,,BGR-16,bunker,domestic,ROU,0,0,1,7,0,0,7,0
2024,QAT,,QAT-18,fishing,domestic,QAT,0,0,0,7,7,0,0,0
2024,LVA,,LIEPAJA,fishing,domestic,LVA,0,0,1,323,323,0,0,0
2024,TGO,Port Autonome De Lomé (Pal),LOME,bunker,foreign,NGA,0,1,1,136,0,0,136,0
2024,IRL,,DUNMORE EAST,fishing,domestic,IRL,0,0,1,233,233,0,0,0
2024,IRN,,BUSHEHR,bunker,domestic,IRN,0,0,0,189,0,0,189,0
2024,IRQ,,KHAWR AL ZUBAIR LNG TERMINAL,bunker,foreign,PLW,0,0,0,68,0,0,68,0
2024,MRT,,CANSADO,fishing,foreign,LVA,0,0,1,38,38,0,0,0
2024,PYF,,BORA BORA,fishing,domestic,PYF,1,0,1,52,52,0,0,0
2024,PNG,,LAE,fishing,foreign,PHL,1,0,1,23,23,0,0,0
2024,MNE,,BAR,bunker,foreign,LUX,0,0,1,2,0,0,2,0
2024,VEN,,PUNTA GUARANAO,fishing,domestic,VEN,0,0,0,12,12,0,0,0
2024,UKR,,VYLKOVE,bunker,foreign,SVK,0,0,0,1,0,0,1,0
2024,SYC,Mahe Quay,PORT VICTORIA,fishing,foreign,MUS,0,1,1,23,23,1,0,0
2024,POL,,POL-29,bunker,domestic,POL,0,0,1,52,0,0,52,0
2024,GTM,,PUERTO QUETZAL,bunker,foreign,CYP,1,0,0,7,0,0,7,0
2024,HUN,,NESZMELY,bunker,domestic,HRV,0,0,1,2,0,0,2,0
2024,BGR,Port Of Varna,VARNA,fishing,domestic,BGR,0,1,1,210,210,0,0,0
2024,EST,,VEERE,fishing,domestic,EST,0,0,1,75,75,0,0,0
2024,ZAF,Port Of Durban,DURBAN,bunker,foreign,KWT,0,1,1,13,0,0,13,0
2024,GTM,,PUERTO QUETZAL,bunker,foreign,BRA,1,0,0,1,0,0,1,0
2024,COG,,SEFP,carrier,foreign,VCT,0,0,0,378,0,0,378,0
2024,LVA,,SALACGRIVA,fishing,domestic,EST,0,0,1,46,46,0,0,0
2024,MLT,Freeport,MARSAXLOKK,bunker,foreign,HND,0,1,1,7,0,0,7,0
2024,MLT,Marsaxlokk Port,MARSAXLOKK,bunker,foreign,HND,0,1,1,7,0,0,7,0
2024,FLK,,STANLEY,fishing,domestic,FLK,0,0,0,81,81,19,0,0
2024,IRQ,,UMM QASR,bunker,foreign,GAB,0,0,0,86,0,0,86,0
2024,BRN,,SERIA OIL TERMINAL,bunker,domestic,BRN,1,0,0,59,0,0,59,0
2024,AGO,,PORTO AMBOIM,bunker,foreign,BLZ,0,0,1,3,0,0,3,0
2024,OMN,,SOHAR,bunker,foreign,KNA,0,0,1,27,0,0,27,0
2024,BHR,,NURANA ISLAND,fishing,domestic,BHR,0,0,0,18,18,0,0,0
2024,GIN,Port Autonome De Conakry Pac,CONAKRY,fishing,foreign,KNA,0,1,1,19,19,5,0,0
2024,MDG,Toamasina,TOAMASINA,fishing,domestic,MDG,0,1,1,2,2,0,0,0
2024,PRI,,SAN JUAN,carrier,foreign,VCT,0,1,1,33,0,0,33,0
2024,MRT,,CANSADO,fishing,foreign,CPV,0,0,1,22,22,0,0,0
2024,IRN,,RAJAEI,bunker,domestic,IRN,0,0,0,195,0,0,195,0
2024,IRL,,ROSAVEEL,fishing,domestic,IRL,0,0,1,114,114,0,0,0
2024,EST,,ROOMASSAARE,fishing,domestic,EST,0,0,1,38,38,0,0,0
2024,NIC,,CORINTO,bunker,foreign,CYP,1,0,1,9,0,0,9,0
2024,TGO,Port Autonome De Lomé (Pal),LOME,carrier,foreign,CYP,0,1,1,3,0,0,3,0
2024,MAR,,JORF LASFAR,bunker,domestic,MAR,0,0,1,32,0,0,32,0
2024,POL,Gdynia,GDYNIA,fishing,domestic,POL,0,1,1,33,33,0,0,0
2024,CPV,Porto Grande,MINDELO,fishing,foreign,BLZ,0,1,1,6,6,5,0,0
2024,CPV,,SAL REI,bunker,foreign,LTU,0,0,1,24,0,0,24,0
2024,QAT,,DOHA,fishing,domestic,QAT,0,0,0,119,119,0,0,0
2024,IRL,,HOWTH,fishing,domestic,IRL,0,0,1,183,183,0,0,0
2024,POL,Swinoujscie,SWINOUJSCIE,bunker,domestic,POL,0,1,1,369,0,0,369,0
2024,GRL,,QEQERTARSUAQ,fishing,domestic,GRL,0,0,1,44,44,0,0,0
2024,AGO,Porto Do Lobito,LOBITO,fishing,foreign,NAM,0,1,1,29,29,0,0,0
2024,LBN,,TRIPOLI,bunker,foreign,DZA,0,0,0,1,0,0,1,0
2024,EST,,DIRHAMI,fishing,domestic,EST,0,0,1,228,228,0,0,0
2024,MLT,Freeport,MARSAXLOKK,bunker,foreign,KWT,0,1,1,2,0,0,2,0
2024,MLT,Marsaxlokk Port,MARSAXLOKK,bunker,foreign,KWT,0,1,1,2,0,0,2,0
2024,MDV,Male' Port,MALE,bunker,foreign,LKA,0,1,1,10,0,0,10,0
2024,AGO,Porto De Luanda,LUANDA,fishing,foreign,CMR,0,1,1,11,11,0,0,0
2024,MAF,,SAINT MARTIN,fishing,foreign,AIA,0,0,1,80,80,0,0,0
2024,VEN,,CATIA LA MAR,bunker,foreign,COM,0,0,0,10,0,0,10,0
