FID_1,LATITUDE,LONGITUDE,FID_2,F_AREA
975,-22.50000000000,17.50000000000,0,
976,-22.50000000000,22.50000000000,0,
977,-22.50000000000,27.50000000000,0,
978,-22.50000000000,32.50000000000,0,
981,-22.50000000000,47.50000000000,0,
995,-22.50000000000,117.50000000000,0,
996,-22.50000000000,122.50000000000,0,
997,-22.50000000000,127.50000000000,0,
998,-22.50000000000,132.50000000000,0,
999,-22.50000000000,137.50000000000,0,
1000,-22.50000000000,142.50000000000,0,
1001,-22.50000000000,147.50000000000,0,
1030,-17.50000000000,-67.50000000000,0,
1031,-17.50000000000,-62.50000000000,0,
1032,-17.50000000000,-57.50000000000,0,
1033,-17.50000000000,-52.50000000000,0,
1034,-17.50000000000,-47.50000000000,0,
1035,-17.50000000000,-42.50000000000,0,
1046,-17.50000000000,12.50000000000,0,
1047,-17.50000000000,17.50000000000,0,
1048,-17.50000000000,22.50000000000,0,
1049,-17.50000000000,27.50000000000,0,
1050,-17.50000000000,32.50000000000,0,
1051,-17.50000000000,37.50000000000,0,
1053,-17.50000000000,47.50000000000,0,
1068,-17.50000000000,122.50000000000,0,
1069,-17.50000000000,127.50000000000,0,
1070,-17.50000000000,132.50000000000,0,
1071,-17.50000000000,137.50000000000,0,
1072,-17.50000000000,142.50000000000,0,
1101,-12.50000000000,-72.50000000000,0,
1102,-12.50000000000,-67.50000000000,0,
1103,-12.50000000000,-62.50000000000,0,
1104,-12.50000000000,-57.50000000000,0,
1105,-12.50000000000,-52.50000000000,0,
1106,-12.50000000000,-47.50000000000,0,
1107,-12.50000000000,-42.50000000000,0,
1119,-12.50000000000,17.50000000000,0,
1120,-12.50000000000,22.50000000000,0,
1121,-12.50000000000,27.50000000000,0,
1122,-12.50000000000,32.50000000000,0,
1123,-12.50000000000,37.50000000000,0,
1142,-12.50000000000,132.50000000000,0,
1144,-12.50000000000,142.50000000000,0,
1172,-7.50000000000,-77.50000000000,0,
1173,-7.50000000000,-72.50000000000,0,
1174,-7.50000000000,-67.50000000000,0,
1175,-7.50000000000,-62.50000000000,0,
1176,-7.50000000000,-57.50000000000,0,
1177,-7.50000000000,-52.50000000000,0,
1178,-7.50000000000,-47.50000000000,0,
1179,-7.50000000000,-42.50000000000,0,
1180,-7.50000000000,-37.50000000000,0,
1191,-7.50000000000,17.50000000000,0,
1192,-7.50000000000,22.50000000000,0,
1193,-7.50000000000,27.50000000000,0,
1194,-7.50000000000,32.50000000000,0,
1195,-7.50000000000,37.50000000000,0,
1209,-7.50000000000,107.50000000000,0,
1210,-7.50000000000,112.50000000000,0,
